Gender,Stage Name,Full Name,Date of Birth,Group,Country,Second Country,Birthplace,Other Group,Former Group,Position,SK_Province,Short,Debut,Company,Members,Orig. Memb.,Fanclub Name,Active
Female,Yuuri,Tokunaga Yuuri,2001-05-16,LUNARSOLAR,Japan,,,,,,,,2020-09-02,J Planet,4.0,4.0,Haedal,No
Female,Yves,Ha Sooyoung,1997-05-24,,South Korea,,,Loona yyxy,LOONA,,,,2018-08-19,,,,,No
Female,Zena,Kim Gayoung,2008-11-27,RESCENE,South Korea,,Gyeongju,,,,Gyeongsangbuk-do,,2024-03-26,,,,,
Female,Zin,Jin Hyunbin,2001-08-31,bugAboo,South Korea,,,,,,,,2021-10-25,A team,6.0,6.0,,No
Female,ZN,Bae Jinye,1994-06-09,Laboum,South Korea,,Bucheon,UNI.T,,Main Dancer,Gyeonggi-do,,2014-08-27,NH,4.0,6.0,Latte,Yes
Female,Zoa,Cho Hyewon,2005-05-31,Weeekly,South Korea,,,,,"Rapper, Sub Vocal",,,2020-07-30,Play M,6.0,7.0,,Yes
Female,Zoe,Choi Hayoung,2002-04-12,Geenius,Italia,South Korea,Milan,,,,,,2024-01-05,HOMe,5.0,5.0,,Yes
Female,Zuny,Kim Joomi,1994-12-08,Ladies' Code,South Korea,,Gwangju,,,,Gwangju,LC,2013-03-07,Polaris,3.0,5.0,Lavely,Hiatus
Female,Zuu,Ji Yeongju,2000-03-24,SECRET NUMBER,South Korea,,,,,,,,2020-05-19,Vine,5.0,5.0,,Yes
Male,2Soul,Kim Younghoon,1997-09-10,7 O'clock,South Korea,,,,,,,,2017-03-16,,,,,
Male,A-min,Cho Minwoo,2004-05-22,EPEX,South Korea,,Namyangju,,,,Gyeonggi-do,,2021-06-08,C9,8.0,8.0,ZENITH,Yes
Male,A.M,Seong Hyunwoo,1996-12-31,Limitless,South Korea,,,,,,,,2019-07-09,ONO,4.0,4.0,,Yes
Male,Ace,Jang Wooyoung,1992-08-28,VAV,South Korea,,,,,,,,2015-10-31,A team,7.0,6.0,,Yes
Male,Ahxian,Park Sungkook,1996-03-27,VANNER,South Korea,,Gyeonggi,,,,,,2019-02-14,VT,5.0,5.0,,Yes
Male,Alex,Alexander Schmidt Lee,2004-10-06,DRIPPIN,Germany,South Korea,,,,,,,2020-10-26,Woollim,7.0,7.0,,Yes
Male,Allen,Allen Ma,1999-04-26,CRAVITY,USA,South Korea,,,,,,,2020-04-14,Starship,9.0,9.0,,Yes
Male,Andy,Lee Sunho,1981-01-21,Shinhwa,South Korea,,Seoul,,,,Seoul,,1998-03-24,"SM, Good, Shinhwa",6.0,6.0,Shinhwa Changjo,Yes
Male,Andy,Lui Chunyeung,1994-10-06,7 O'clock,Hong Kong,,,,,,,,2017-03-16,,,,,
Male,Anthony,Anthony Lo,1998-03-12,Varsity,China,USA,,,,,,,2017-01-05,GKC,12.0,12.0,,Yes
Male,Anton,Anton Chanyoung Lee,2004-03-21,RIIZE,USA,South Korea,,,,,,,2023-09-04,SM,7.0,7.0,,Yes
Male,Aron,Kwak Youngmin,1993-05-21,NU'EST,South Korea,USA,California,NU'EST W,,,,,2012-03-15,Pledis,5.0,5.0,LO??,Yes
Male,Arthur,Jang Yunho,2000-04-15,Kingdom,South Korea,,,,Varsity,,,,2017-01-05,GF,7.0,8.0,Kingmakers,Yes
Male,Asahi,Hanada Asahi,2001-08-20,Treasure,Japan,,,,,,,,2020-08-07,YG,12.0,12.0,,Yes
Male,Ayden,Kwon Yejun,2005-01-24,EPEX,South Korea,,,,,,,,2021-06-08,C9,8.0,8.0,ZENITH,Yes
Male,Ayno,Noh Yoonho,1996-05-01,VAV,South Korea,,,,,,,,2015-10-31,A team,7.0,6.0,,Yes
Male,B-Bomb,Lee Minhyuk,1990-12-14,Block B,South Korea,,Seoul,Bastarz,,,Seoul,,2011-04-15,KQ,7.0,7.0,BBC,Yes
Male,B-Joo,Kim Byungjoo,1994-01-08,Topp Dogg,South Korea,,Seoul,,,,Seoul,,2013-10-22,"Stardom, Hunus",5.0,13.0,ToppKlass,No
Male,B.I,Kim Hanbin,1996-10-22,,South Korea,,Goyang,,iKON,,Gyeonggi-do,,2015-09-15,,,,,No
Male,B.S,Lee Youngsoo,1995-04-14,14U,South Korea,,,,,,,,2017-04-17,BG,14.0,14.0,,No
Male,Baek Seung,Kim Hyunwoo,2004-10-05,EPEX,South Korea,,Seoul,,,,Seoul,,2021-06-08,C9,8.0,8.0,ZENITH,Yes
Male,Baekgyeul,Baek Sunwoo,1999-12-01,E'LAST,South Korea,,,,,,,,2020-06-09,E Entertainment,8.0,8.0,,Yes
Male,Baekho,Kang Dongho,1995-07-21,NU'EST,South Korea,,Jeju,NU'EST W,,,,,2012-03-15,Pledis,5.0,5.0,LO??,Yes
Male,Baekhyun,Byun Baekhyun,1992-05-06,EXO,South Korea,,Bucheon,"EXO-CBX, SuperM",,,Gyeonggi-do,,2012-04-08,SM,9.0,12.0,EXO-L,Yes
Male,Bain,Song Byeonghee,2001-05-04,JUST B,South Korea,,,,,,,,2021-06-30,Bluedot,6.0,6.0,ONLY B,Yes
Male,BamBam,Kunpimook Bhuwakul,1997-05-02,GOT7,Thailand,,Bangkok,,,,,,2014-01-16,JYP,7.0,7.0,I GOT7,Hiatus
Male,Bang Chan,Bang Chan,1997-10-03,Stray Kids,Australia,South Korea,Sydney,3RACHA,,,,SKZ,2018-03-25,JYP,8.0,9.0,STAY,Yes
Male,Bao,Bae Sungyeob,1996-05-12,XEED,South Korea,,,,LUCENTE,,,,2022-12-01,Nature Space,3.0,4.0,GREENY,Yes
Male,Baro,Cha Sunwoo,1992-09-05,,South Korea,,Gwangju,,B1A4,,Gwangju,,2010-04-19,,,,,No
Male,Baron,Choi Chunghyeop,1992-04-19,,South Korea,,,,VAV,,,,2015-10-31,,,,,No
Male,BC,Jin Sungho,1994-07-18,1TEAM,South Korea,,,,,,,,2019-03-27,LiveWorks,5.0,5.0,,No
Male,BEL,Choi Sunghoon,2000-05-21,DUSTIN,South Korea,,,,,,,,2020-01-06,LPA,7.0,7.0,The Sten,Yes
Male,Benji,Baek Jaewook,1992-05-03,B.I.G,USA,South Korea,Indianapolis,,,,,,2014-07-09,GH,4.0,5.0,,Yes
Male,Beomgyu,Choi Beomgyu,2001-03-13,TXT,South Korea,,,,,,,,2019-03-04,Big Hit,5.0,5.0,,Yes
Male,Beomsoo,Kim Beomsoo,2000-09-29,XODIAC,South Korea,,Busan,,,,Busan,,2023-03-25,One Cool Jacso,9.0,9.0,,Yes
Male,Bic,Nam Seungmin,2001-04-25,MCND,South Korea,,,,,,,,2020-02-27,TOP Media,5.0,5.0,,Yes
Male,Bin,Kwon Soobin,1993-10-28,Hot Blood Youth,South Korea,,,,,,,,2017-08-16,,,,,
Male,Bit,No Minjae,2004-07-21,BAE173,South Korea,,,,,,,,2020-11-19,PocketDol,9.0,9.0,,Yes
Male,Bitsaeon,Kim Sangyeon,1995-06-04,MONT,South Korea,,,,,,,,2019-01-04,,,,,
Male,Bitto,Lee Changhyun,1996-08-24,UP10TION,South Korea,,Dongducheon,,,,Gyeonggi-do,,2015-09-10,TOP Media,10.0,10.0,HONEY10,Yes
Male,BM,Matthew Kim,1992-10-20,KARD,South Korea,,,,,,,,2017-07-19,,,,,
Male,Bobby,Kim Jiwon,1995-12-21,iKON,South Korea,USA,Seoul,,,,Seoul,,2015-09-15,YG,6.0,7.0,iKONIC,Yes
Male,Bokeun,Kim Bokeun,1994-10-12,SIGNAL,South Korea,,,,,,,,2019-08-28,,,,,
Male,Bomin,Choi Bomin,2000-08-24,Golden Child,South Korea,,,,,,,,2017-08-28,Woollim,10.0,11.0,,Yes
Male,Boyul,Kwon Boyul,2002-01-21,WEUS,South Korea,,,,,,,,2023-04-03,WEUS,7.0,8.0,,Yes
Male,Brian,Brian Ho,2002-08-27,AMPERS&ONE,Canada,China,Vancouver,,,,,,2023-11-15,FNC,7.0,7.0,,Yes
Male,Bullet,Jin Junwoo,1995-12-02,Varsity,South Korea,,Seoul,,,,Seoul,,2017-01-05,GKC,12.0,12.0,,Yes
Male,BX,Lee Byounggon,1998-03-05,CIX,South Korea,,Incheon,,,"Leader, Main Rapper",Incheon,,2019-07-23,C9,5.0,5.0,,Yes
Male,Byeongkwan,Kim Byeongkwan,1996-08-13,A.C.E,South Korea,,Seoul,,,,Seoul,ACE,2017-05-23,Beat,5.0,5.0,Choice,Yes
Male,Byungchan,Choi Byungchan,1997-11-12,VICTON,South Korea,,,,,,,,2016-11-09,Plan A,6.0,7.0,Alice,Yes
Male,Byunghoon,Choi Byunghoon,2000-04-26,CMDM,South Korea,,,,,,,,2023-04-27,Command the M,6.0,6.0,,Yes
Male,C.A.P,Bang Minsoo,1992-11-04,Teen Top,South Korea,,Seongnam,,,,Gyeonggi-do,,2010-07-09,TOP Media,5.0,6.0,Angel,Yes
Male,Casper,Chu Xiaoxiang,1991-03-20,CROSS GENE,China,,Shanghai,,,,,,2012-07-08,Amuse,5.0,6.0,Chromosome,Yes
Male,Castle J,Son Sangjoon,1999-05-31,MCND,South Korea,,,,,,,,2020-02-27,TOP Media,5.0,5.0,,Yes
Male,Cha Hoon,Cha Hoon,1994-07-12,N.Flying,South Korea,,Seoul,,,Guitar,Seoul,,2015-05-20,FNC,4.0,4.0,N.Fia,Yes
Male,Chaejin,Chae Jinseok,1995-12-26,MYNAME,South Korea,,Seoul,,,,Seoul,,2011-10-27,H2,5.0,5.0,MYgirl,Yes
Male,Chael,Lim Junyeop,2001-12-07,LUN8,South Korea,,,,,,,,2023-06-15,Fantagio,8.0,8.0,,Yes
Male,Chan,Jung Chanwoo,1998-01-26,iKON,South Korea,,Yongin,,,,Gyeonggi-do,,2015-09-15,YG,6.0,7.0,iKONIC,Yes
Male,Chan,Kang Yoochan,1997-12-31,A.C.E,South Korea,,Jeju,UNB,,,,ACE,2017-05-23,Beat,5.0,5.0,Choice,Yes
Male,Chan,Jo Chanhyuk,1999-12-08,TOO,South Korea,,,,,,,,2020-04-01,n.CH,10.0,10.0,,Yes
Male,Changbin,Seo Changbin,1999-08-11,Stray Kids,South Korea,,Yongin,3RACHA,,,Gyeonggi-do,SKZ,2018-03-25,JYP,8.0,9.0,STAY,Yes
Male,Changbum,Woo Changbum,1993-10-07,,South Korea,,Sokcho,,100.00%,,Gangwon-do,,2012-09-18,,,,,No
Male,Changgyu,Song Changgyu,1993-07-06,UNVS,South Korea,,,,,,,,2020-02-23,CHITWN,5.0,5.0,,Yes
Male,Changjo,Choi Jonghyun,1995-11-16,Teen Top,South Korea,,Chuncheon,,,,Gangwon-do,,2010-07-09,TOP Media,5.0,6.0,Angel,Yes
Male,Changsub,Lee Changsub,1991-02-26,BtoB,South Korea,,Suwon,,,,Gyeonggi-do,,2012-03-21,Cube,6.0,7.0,Melody,Yes
Male,Changsun,Lee Changsun,1996-03-17,24K,South Korea,,,,,,,,2012-09-06,Choeun,5.0,6.0,24U,Yes
Male,Changuk,Joo Changuk,2001-07-25,DRIPPIN,South Korea,,,,,,,,2020-10-26,Woollim,7.0,7.0,,Yes
Male,Chani,Kang Chanhee,2000-01-17,SF9,South Korea,,,,,,,,2016-10-05,FNC,9.0,9.0,Fantasy,Yes
Male,Chansung,Hwang Chansung,1990-02-11,02:00:00 PM,South Korea,,Seoul,,,,Seoul,,2008-07-04,JYP,6.0,7.0,Hottest,Yes
Male,Chanwon,An Chanwon,2008-03-21,The Wind,South Korea,,,,,,,,2023-05-15,With US,6.0,7.0,,Yes
Male,Chanwook,Yang Chanwook,2002-02-25,WEUS,South Korea,,,,,,,,2023-04-03,WEUS,7.0,8.0,,Yes
Male,Chanyeol,Park Chanyeol,1992-11-27,EXO,South Korea,,Seoul,,,,Seoul,,2012-04-08,SM,9.0,12.0,EXO-L,Yes
Male,Chanyong,Kim Chanyong,1993-04-29,FAVE1,South Korea,,Suwon,,100.00%,,Gyeonggi-do,,2012-09-18,,,,,
Male,Chanyoung,Kim Chanyoung,2000-11-20,D-CRUNCH,South Korea,,,,,,,,2018-08-06,All-S,9.0,9.0,,Yes
Male,Chanyoung,Jung Chanyoung,2004-01-31,HAWW,South Korea,,Incheon,,,,Incheon,,2023-02-23,Biscuit,7.0,7.0,,Yes
Male,Chen,Kim Jongdae,1992-09-21,EXO,South Korea,,Daejeon,EXO-CBX,,,Daejeon,,2012-04-08,SM,9.0,12.0,EXO-L,Yes
Male,Chenle,Zhong Chenle,2001-11-22,NCT,China,,Shanghai,NCT Dream,,,,,2016-04-09,SM,23.0,23.0,NCTzen,Yes
Male,Chihoon,Choi Chihoon,1999-04-27,TOO,South Korea,,,,,,,,2020-04-01,n.CH,10.0,10.0,,Yes
Male,Chiwoo,Guk Seungjun,2002-09-02,Kingdom,South Korea,,,,,,,,2021-02-18,GF,7.0,8.0,Kingmakers,Yes
Male,Choi In,Choi In,1996-02-11,E'LAST,South Korea,,,,,,,,2020-06-09,E Entertainment,8.0,8.0,,Yes
Male,Choi Jiann,Choi Jaewoo,1997-09-30,Newkidd,South Korea,,,,,,,,2019-04-25,J-FLO,7.0,7.0,,Yes
Male,Chris,Han Chris,2002-11-19,BLITZERS,South Korea,,,,,,,,2021-05-12,Wuzo,7.0,7.0,,Yes
Male,Chunji,Lee Chanhee,1993-10-05,Teen Top,South Korea,,Seongnam,,,,Gyeonggi-do,,2010-07-09,TOP Media,5.0,6.0,Angel,Yes
Male,CNU,Shin Dongwoo,1991-06-16,B1A4,South Korea,,Seoul,,,,Seoul,,2010-04-19,WM,5.0,5.0,BANA,Yes
Male,Cory,Hong Joohyung,1990-11-25,24K,South Korea,USA,Daegu,,,,Daegu,,2012-09-06,Choeun,5.0,6.0,24U,Yes
Male,Cya,Lee Giwook,2000-01-24,Onewe,South Korea,,,,MAS,,,,2019-05-13,,,,,
Male,D.O.,Do Kyungsoo,1993-01-12,EXO,South Korea,,Gyeonggi,,,,,,2012-04-08,SM,9.0,12.0,EXO-L,Yes
Male,D1,Jang Dongil,1998-02-15,DKB,South Korea,,,,,,,Darkbee,2020-02-03,Brave,9.0,9.0,,Yes
Male,Daehwi,Lee Daehwi,2001-01-29,AB6IX,South Korea,,Seoul,,Wanna One,,Seoul,,2017-08-07,Brand New,4.0,5.0,ABNEW,Yes
Male,Daehyeon,Jang Daehyeon,1997-02-11,WEi,South Korea,,,,RAINZ,,,,2020-10-05,OUI,6.0,6.0,,Yes
Male,Daehyun,Jung Daehyun,1993-06-28,B.A.P,South Korea,,Busan,,,,Busan,BAP,2012-01-27,TS,6.0,6.0,BABY,No
Male,Daeil,Kim Daeil,1992-05-10,,South Korea,,Busan,,24K,,Busan,,2012-09-06,,,,,No
Male,Daesung,Daesung,1989-04-26,BIGBANG,South Korea,,Incheon,,,,Incheon,,2006-08-19,YG,4.0,5.0,VIP,Yes
Male,Daeyeol,Lee Daeyeol,1993-02-11,Golden Child,South Korea,,Yongin,,,,Gyeonggi-do,,2017-08-28,Woollim,10.0,11.0,,Yes
Male,Damon,Hu Boohan,1996-07-02,Varsity,China,,,,,,,,2017-01-05,GKC,12.0,12.0,,Yes
Male,Daniel,Kang Daniel,1996-12-10,Wanna One,South Korea,,Busan,,,,Busan,,2017-08-07,YMC,11.0,11.0,Wannable,No
Male,Dann,Jung Seungbo,1997-11-01,Kingdom,South Korea,,Ilsan,,Varsity,,Gyeonggi-do,,2017-01-05,GF,7.0,8.0,Kingmakers,Yes
Male,Daon,Ahn Seonil,2000-12-10,DUSTIN,South Korea,,,,,,,,2020-01-06,LPA,7.0,7.0,The Sten,Yes
Male,Davin,Kim Davin,2002-05-30,XODIAC,South Korea,,Seoul,,,,Seoul,,2023-03-25,One Cool Jacso,9.0,9.0,,Yes
Male,Dawon,Lee Sanghyuk,1995-07-24,SF9,South Korea,,,,,,,,2016-10-05,FNC,9.0,9.0,Fantasy,Yes
Male,Dawon,Cho Dawon,2000-05-12,Varsity,South Korea,,,,,,,,2017-01-05,GKC,12.0,12.0,,Yes
Male,Dey,Kim Sehyun,2003-06-11,YOUNITE,South Korea,,,,,,,,2022-04-20,Brand New,9.0,9.0,YOUNIZ,Yes
Male,Dino,Lee Chan,1999-02-11,Seventeen,South Korea,,Iksan,,,,Jeollabuk-do,SVT,2015-05-26,Pledis,13.0,13.0,Carat,Yes
Male,DK,Lee Seongmin,1997-02-18,Seventeen,South Korea,,Yongin,,,,Gyeonggi-do,SVT,2015-05-26,Pledis,13.0,13.0,Carat,Yes
Male,DK,Kim Donghyuk,1997-01-03,iKON,South Korea,,,,,,,,2015-09-15,YG,6.0,7.0,iKONIC,Yes
Male,DK,Kim Dokyun,1998-02-16,BLANK2Y,South Korea,,,,,,,,2022-05-24,Keystone,9.0,9.0,,Yes
Male,Doha,Na Gyumin,2004-03-07,BAE173,South Korea,,,,,,,,2020-11-19,PocketDol,9.0,9.0,,Yes
Male,Doha,Park Doha,1992-03-27,XEED,South Korea,,Seoul,,,,Seoul,,2022-12-01,Nature Space,3.0,4.0,GREENY,Yes
Male,Dohoon,Kim Dohoon,2005-01-30,TWS,South Korea,,,,,,,,2024-01-22,Pledis,6.0,6.0,,Yes
Male,Dohwan,Gil Dohwan,2003-08-26,Ciipher,South Korea,,,,,,,,2021-03-15,Rain,7.0,7.0,,Yes
Male,Dohyon,Nam Dohyon,2004-11-10,BAE173,South Korea,,,,X1,,,,2020-11-19,PocketDol,9.0,9.0,,Yes
Male,Dohyuk,Kim Dohyuk,1998-01-16,14U,South Korea,,,,,,,,2017-04-17,BG,14.0,14.0,,No
Male,Dohyun,Park Dohyun,2003-10-23,LUN8,South Korea,,,,,,,,2023-06-15,Fantagio,8.0,8.0,,Yes
Male,Dojin,Jeon Yongtae,1997-03-07,ENOi,South Korea,,,,,,,,2019-04-19,KITHEWHALE,7.0,7.0,,No
Male,Dokyun,Na Dokyun,1991-02-11,HISTORY,South Korea,,Daejeon,,,,Daejeon,,2013-04-26,LOEN,5.0,5.0,Storia,No
Male,Donggeon,Song Donggeon,1999-07-15,TOO,South Korea,,,,,,,,2020-04-01,n.CH,10.0,10.0,,Yes
Male,Donghae,Lee Donghae,1986-10-15,Super Junior,South Korea,,Mokpo,Super Junior-M,,,Jeollanam-do,SJ,2005-11-06,SM,11.0,12.0,ELF,Yes
Male,Donghan,Kim Donghan,1998-07-03,WEi,South Korea,,Daegu,,JBJ,,Daegu,,2017-10-18,OUI,6.0,6.0,,Yes
Male,Dongheon,Lee Dongheon,1995-08-04,Verivery,South Korea,,,,,,,VRVR,2019-09-01,Jellyfish,7.0,7.0,,Yes
Male,Donghun,Lee Donghun,1993-05-15,A.C.E,South Korea,,Suncheon,,,,Jeollanam-do,ACE,2017-05-23,Beat,5.0,5.0,Choice,Yes
Male,Donghyuk,Park Donghyuk,1999-12-18,BLANK2Y,South Korea,,,,ENOi,,,,2022-05-24,Keystone,9.0,9.0,,Yes
Male,Donghyun,Kim Donghyun,1989-02-12,Boyfriend,South Korea,,Seoul,,,,Seoul,,2011-05-26,Starship,6.0,6.0,Bestfriend,No
Male,Donghyun,Kim Donghyun,1999-02-23,Golden Child,South Korea,,,,,,,,2017-08-28,Woollim,10.0,11.0,,Yes
Male,Donghyun,Kim Donghyun,1998-09-17,AB6IX,South Korea,,Daejeon,MXM,,,Daejeon,,2019-05-22,Brand New,4.0,5.0,ABNEW,Yes
Male,Dongjun,Kim Dongjun,1992-02-11,ZE:A,South Korea,,Busan,,,,Busan,,2010-01-07,Star Empire,9.0,9.0,ZE:A Style,Hiatus
Male,Dongjun,Hwang Dongjun,1999-09-07,,South Korea,,,,Ghost9,,,,2020-09-23,,,,,No
Male,Dongkyu,Moon Dongkyu,1992-11-16,Spectrum,South Korea,,,,,,,,2018-05-09,WYNN,6.0,7.0,,No
Male,Dongmyeong,Son Dongmyeong,2000-01-20,Onewe,South Korea,,,,MAS,,,,2019-05-13,,,,,
Male,Dongpyo,Son Dongpyo,2002-09-09,Mirae,South Korea,,,,X1,,,,2021-03-17,DSP,7.0,7.0,,Yes
Male,Dongwan,Kim Dongwan,1979-11-21,Shinhwa,South Korea,,Pohang,,,,Gyeongsangbuk-do,,1998-03-24,"SM, Good, Shinhwa",6.0,6.0,Shinhwa Changjo,Yes
Male,Dongwon,Lee Dongwon,1994-01-01,KNK,South Korea,,,,,,,,2016-03-03,YNB,5.0,5.0,Tinker Bell,Yes
Male,Dongwoo,Jang Dongwoo,1990-11-22,Infinite,South Korea,,Guri,Infinite H,,,Gyeonggi-do,,2010-06-09,Woollim,6.0,7.0,Inspirit,Yes
Male,Dongwoon,Son Dongwoon,1991-06-06,Highlight,South Korea,,Busan,,Beast,,Busan,Beast,2009-10-14,Around Us,4.0,6.0,B2uty,Yes
Male,Dongyeon,Justin Lajo,2003-09-26,POW,Philippines,South Korea,Sejong,,,,,,2023-10-11,GRID,5.0,5.0,POWER,Yes
Male,Dongyun,Kim Dongyun,2002-02-18,DRIPPIN,South Korea,,,,,,,,2020-10-26,Woollim,7.0,7.0,,Yes
Male,Doojoon,Yoon Doojoon,1989-07-04,Highlight,South Korea,,Goyang,,Beast,Leader,Gyeonggi-do,Beast,2009-10-14,Around Us,4.0,6.0,B2uty,Yes
Male,Doryun,Kim Doryun,2000-05-01,AIMERS,South Korea,,,,,,,,2022-11-17,Hyper Rhythm,6.0,6.0,AIMING,Yes
Male,Douhyun,Yoo Douhyun,2000-12-25,Mirae,South Korea,,,,,,,,2021-03-17,DSP,7.0,7.0,,Yes
Male,Dowoon,Yoon Dowoon,1995-08-25,DAY6,South Korea,,,,,Drummer,,,2015-09-07,JYP,5.0,6.0,,Yes
Male,Doyoung,Kim Dongyoung,1996-02-01,NCT,South Korea,,Guri,"NCT U, NCT 127",,,Gyeonggi-do,,2016-04-09,SM,23.0,23.0,NCTzen,Yes
Male,Doyoung,Kim Doyoung,2003-12-04,Treasure,South Korea,,,,,,,,2020-08-07,YG,12.0,12.0,,Yes
Male,DY,Jeon Doyum,2002-02-21,JUST B,South Korea,,Daejeon,,1the9,,Daejeon,,2019-02-09,Bluedot,6.0,6.0,ONLY B,Yes
Male,Dylan,Park Yeonjae,2002-07-26,D-CRUNCH,South Korea,,,,,,,,2018-08-06,All-S,9.0,9.0,,Yes
Male,E'Dawn,Kim Hyojong,1994-06-01,,South Korea,,,,PENTAGON,,,,2016-10-10,,,,,No
Male,E-Chan,Lee Changmin,1997-02-19,DKB,South Korea,,,,,,,Darkbee,2020-02-03,Brave,9.0,9.0,,Yes
Male,E-tion,Lee Changyoon,1994-12-24,ONF,South Korea,,Jeonju,,,,Jeollabuk-do,,2017-08-02,WM,6.0,7.0,,Yes
Male,E.sol,Jeon Jaehyuk,1992-09-17,14U,South Korea,,,,,,,,2017-04-17,BG,14.0,14.0,,No
Male,Eden,Jae Won,1998-03-27,NINE.i,South Korea,,,,,,,,2022-03-30,FirstOne,10.0,10.0,,Yes
Male,Eli,Ellison Kim,1991-03-13,U-KISS,USA,South Korea,Los Angeles,,,,,,2008-08-28,NH Media,6.0,6.0,Kissme,Yes
Male,Eric,Son Youngjae,2000-12-22,The Boyz,South Korea,,,,,,,,2017-12-31,Cre.Ker,11.0,12.0,,Yes
Male,Eric,Moon Junghyuk,1979-02-16,Shinhwa,South Korea,,Seoul,,,,Seoul,,1998-03-24,"SM, Good, Shinhwa",6.0,6.0,Shinhwa Changjo,Yes
Male,Eson,Kim Jungmin,1996-12-28,We In The Zone,South Korea,USA,Honolulu,,,Leader,,,2019-05-27,Choon,5.0,5.0,,No
Male,Euijin,Lee Euijin,1990-02-15,Bigflo,South Korea,,Seoul,,,,Seoul,,2014-07-19,HO,5.0,5.0,,Yes
Male,Eunchan,Choi Byeongseop,2001-02-27,TEMPEST,South Korea,,,,,,,,2022-03-02,Yuehua,7.0,7.0,iE,Yes
Male,Eunho,Shin Donggeun,1992-09-10,UNVS,South Korea,,,,,,,,2020-02-23,CHITWN,5.0,5.0,,Yes
Male,Eunho,Myung Eunho,2001-03-25,YOUNITE,South Korea,,,,,,,,2022-04-20,Brand New,9.0,9.0,YOUNIZ,Yes
Male,Eunhyuk,Lee Hyukjae,1986-04-04,Super Junior,South Korea,,Ilsan,Super Junior-M,,,Gyeonggi-do,SJ,2005-11-06,SM,11.0,12.0,ELF,Yes
Male,Eunil,Kim Eunil,2003-11-21,TRENDZ,South Korea,,,,,,,,2022-01-05,Interpark,7.0,7.0,,Yes
Male,Eunjae,Kwak Eunjae,1996-05-02,14U,South Korea,,,,,,,,2017-04-17,BG,14.0,14.0,,No
Male,Eunjun,Choi Eunjun,1999-08-06,AIMERS,South Korea,,,,Spectrum,,,,2018-05-09,Hyper Rhythm,6.0,6.0,AIMING,Yes
Male,Eunki,Hong Eunki,1997-09-29,,South Korea,,,,RAINZ,,,,2017-10-12,,,,,No
Male,Eunkwang,Seo Eunkwang,1990-11-22,BtoB,South Korea,,Yongin,,,,Gyeonggi-do,,2012-03-21,Cube,6.0,7.0,Melody,Yes
Male,Eunsang,Lee Eunsang,2002-10-26,YOUNITE,South Korea,,,,X1,,,,2022-04-20,Brand New,9.0,9.0,YOUNIZ,Yes
Male,Eunseok,Song Eunseok,2001-03-19,RIIZE,South Korea,,,,,,,,2023-09-04,SM,7.0,7.0,,Yes
Male,Eunseop,Kim Eunseop,2006-06-18,LUN8,South Korea,,,,,,,,2023-06-15,Fantagio,8.0,8.0,,Yes
Male,Eunsung,Lee Eunsung,2000-09-07,TheEastLight,South Korea,,,,,,,,2016-11-03,MediaLine,6.0,6.0,,No
Male,Eunwoo,Cha Eunwoo,1997-03-30,ASTRO,South Korea,,Gunpo,,,,Gyeonggi-do,,2016-02-23,Fantagio,4.0,6.0,AROHA,Yes
Male,Felix,Lee Youngbok,2000-09-15,Stray Kids,South Korea,,Sydney,,,,,SKZ,2018-03-25,JYP,8.0,9.0,STAY,Yes
Male,G-Dragon,Kwon Jiyong,1988-08-18,BIGBANG,South Korea,,Seoul,GD&TOP,,,Seoul,,2006-08-19,YG,4.0,5.0,VIP,Yes
Male,G.O,Jung Byunghee,1987-11-06,MBLAQ,South Korea,,Changwon,,,,Gyeongsangnam-do,,2009-10-14,J. Tune,3.0,5.0,A+,Yes
Male,Gabin,Yoo Seunghyun,2001-09-11,JWiiver,South Korea,,Busan,,,,Busan,,2022-02-17,JTG,7.0,7.0,,No
Male,Gaon,Kwak Jiseok,2002-01-14,Xdinary Heroes,South Korea,,Uijeongbu,,,,Gyeonggi-do,,2021-12-06,JYP,6.0,6.0,,Yes
Male,Geonu,Lee Geonwoo,2001-02-02,JUST B,South Korea,,,,,,,,2021-06-30,Bluedot,6.0,6.0,ONLY B,Yes
Male,Gihwan,Kim Gihwan,1993-11-24,SIGNAL,South Korea,,,,,,,,2019-08-28,,,,,
Male,Gijung,Kim Gijung,2001-01-24,IM,South Korea,,,,,,,,2021-02-19,,,,,
Male,Gikwang,Lee Gikwang,1990-03-30,Highlight,South Korea,,Gwangju,,Beast,,Gwangju,Beast,2009-10-14,Around Us,4.0,6.0,B2uty,Yes
Male,Giseok,Jun Giseok,1997-05-02,IM,South Korea,,,,,,,,2021-02-19,,,,,
Male,GK,Kim Kwanghyun,1998-09-29,DKB,South Korea,,,,,,,Darkbee,2020-02-03,Brave,9.0,9.0,,Yes
Male,Go_U,Jang Junho,2001-06-15,BLITZERS,South Korea,,,,,,,,2021-05-12,Wuzo,7.0,7.0,,Yes
Male,Gohn,Kim Dongsung,1992-08-01,,South Korea,,Seoul,,Topp Dogg,,Seoul,,2013-10-22,,,,,No
Male,Gohyeon,Go Hyeon,1994-10-01,14U,South Korea,,,,,,,,2017-04-17,BG,14.0,14.0,,No
Male,Gon,Kim Seongjung,1998-11-13,ARGON,South Korea,,,,,,,,2019-03-11,MSH,6.0,6.0,A-Rang,Yes
